Raw Data:
________________________________________
S32.00001,-106.00916805510724,12.772829124811228,1,33.99615203372316,64.44097504949161,63.05717992512894,5.280850024175366,E

S32.00004,-106.0064170737235,72.4286404908244,3,44.77081776763659,30.580270427320233,86.38374153329394,25.457004129305496,E

S32.00009,-106.00480431340648,66.05289936466482,4,55.681072934231025,63.9353475669898,23.51016538224782,27.728789770274837,E

S32.00016,-106.00365845441628,86.59940176540492,7,25.543514273486718,48.630724521166464,94.59926198636207,35.152730172894124,E

S32.00025,-106.00276874864792,20.07742407871867,9,50.05015034811474,65.28058618122458,38.35448608795359,24.272420058134568,E

S32.00036,-106.00204121637363,89.36220301527221,10,38.83195427719175,34.51717663151193,30.52013850844831,8.746562370576521,E

S32.00049,-106.00142568252346,68.50692283307932,11,93.36610993930265,41.37419071787922,75.67724357925883,24.039109026418263,E

S32.00064,-106.00089217597939,23.90394414040895,13,46.83050304518568,31.814633638631886,4.837842092999957,96.12506404298904,E

S32.00081,-106.0004213532684,66.43510748222292,14,63.86240382607308,76.8298843438893,11.907730233707126,65.16734897305005,E

S32.001,-106.0,44.71490225905959,15,96.99200797457979,75.88038414480415,74.99681927068299,53.48329545638461,E

S32.00121,-105.9996186865993,88.34497175909749,16,30.646202706214293,14.892993151212206,10.107205291450216,88.61991726724933,E

S32.00144,-105.99927044777897,63.66667237897829,18,62.63161250821457,6.913172701560137,80.27516109337944,42.350823181348424,E

S32.00169,-105.99894999206938,28.117334134620105,21,35.08929740800544,8.93986368462577,39.31114503629955,0.95878072379552,E

S32.00196,-105.99865320493852,30.052226524921434,22,18.12109371925779,31.798242801037002,32.770017231019516,72.4416903359194,E

S32.00225,-105.99837682364061,39.51238118425267,23,86.32884017211725,87.40561271535555,44.81431972798122,4.399375487873503,E

S32.00256,-105.99811821714773,64.06884962197775,24,90.90227964343192,20.981973987042114,54.04715291760678,44.0891236583739,E

S32.00289,-105.9978752328705,19.85201958898481,26,93.0230218281531,61.96332623734013,92.42455458852031,70.67485319414189,E

